Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO,
N?  2163598-A/2163598/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,46997,R. JOÃO OTAVIANO,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",19,0,0,ausência em 100 mL,0,13/02/2019,13/02/2019,0,
N?  2164101-A/2164101/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",19,0,0,ausência em 100 mL,0,06/02/2019,06/02/2019,0,
N?  2155901-A/2155901/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",19,0,0,ausência em 100 mL,0,30/01/2019,30/01/2019,0,
N?  2152348-A/2152348/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187418,AV PARQUE NORTE vs R GINOCA MELO,UNBSI - CROATÁ,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",19,0,0,ausência em 100 mL,0,16/01/2019,16/01/2019,0,
N?  2163675-A/2163675/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,46959,R. DO MATADOURO,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",20,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0,
N?  2155903-A/2155903/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",20,0,0,ausência em 100 mL,0,30/01/2019,30/01/2019,0,
N?  2164104-A/2164104/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",20,0,0,ausência em 100 mL,0,06/02/2019,06/02/2019,0,
N?  2152349-A/2152349/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187390,Rua Princesa Isabel - Creche Paraíso da Criança,UNBSI - CROATÁ,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",20,0,0,ausência em 100 mL,0,21/01/2019,21/01/2019,0,
N?  2150656-A/2150656/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",21,0,0,ausência em 100 mL,0,02/01/2019,03/01/2019,0,
N?  2164107-A/2164107/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",21,0,0,ausência em 100 mL,0,11/02/2019,11/02/2019,0,
N?  2164344-A/2164344/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187423,R ANTONINO SATURNINO vs  R LUIZ DE PINHO,UNBSI - CROATÁ,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",21,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0,
N?  2152350-A/2152350/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,46997,R. JOÃO OTAVIANO,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",21,0,0,ausência em 100 mL,0,21/01/2019,21/01/2019,0,
N?  2164345-A/2164345/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,46936,R. MANOEL BRAGA,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",22,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0,
N?  2150660-A/2150660/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",22,0,0,ausência em 100 mL,0,02/01/2019,03/01/2019,0,
N?  2164109-A/2164109/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",22,0,0,ausência em 100 mL,0,11/02/2019,11/02/2019,0,
N?  2152682-A/2152682/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187392,R Ginoca Melo - Escola Pequeno Principe,UNBSI - CROATÁ,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",22,0,0,ausência em 100 mL,0,23/01/2019,23/01/2019,0,
N?  2150664-A/2150664/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",23,0,0,ausência em 100 mL,0,03/01/2019,03/01/2019,0,
N?  2164962-A/2164962/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187420,AV TIRADENTES vs R ANDRÉ TOMÁS,UNBSI - CROATÁ,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",23,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0,
N?  2164111-A/2164111/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",23,0,0,ausência em 100 mL,0,13/02/2019,13/02/2019,0,
N?  2155135-A/2155135/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,46953,R. MARCOS MINEIRO,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",23,0,0,ausência em 100 mL,0,28/01/2019,28/01/2019,0,
N?  2164964-A/2164964/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,46995,R. ANTONIO SATURNINO vs R. LUIZ DE PINHO,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",24,0,0,ausência em 100 mL,0,27/02/2019,27/02/2019,0,
N?  2150669-A/2150669/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",24,0,0,ausência em 100 mL,0,03/01/2019,03/01/2019,0,
N?  2164112-A/2164112/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",24,0,0,ausência em 100 mL,0,13/02/2019,13/02/2019,0,
N?  2155136-A/2155136/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,46995,R. ANTONIO SATURNINO,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",24,0,0,ausência em 100 mL,0,30/01/2019,30/01/2019,0,
N?  2150674-A/2150674/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",25,0,0,ausência em 100 mL,0,07/01/2019,07/01/2019,0,
N?  2164114-A/2164114/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",25,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0,
N?  2151205-A/2151205/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47308,JOAQUIM SOUSA LIMA,UNBSI - FAVEIRA,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",25,0,0,ausência em 100 mL,0,03/01/2019,03/01/2019,0,
N?  2162052-A/2162052/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47327,AV. JOAQUIM SOUSA LIMA,UNBSI - FAVEIRA,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",25,0,0,ausência em 100 mL,0,04/02/2019,04/02/2019,0,
N?  2150676-A/2150676/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",26,0,0,ausência em 100 mL,0,07/01/2019,07/01/2019,0,
N?  2162053-A/2162053/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,46704,AV JOAQUIM SOUSA LIMA,UNBSI - FAVEIRA,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",26,0,0,ausência em 100 mL,0,06/02/2019,06/02/2019,0,
N?  2151208-A/2151208/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47315,R. DO COLÉGIO,UNBSI - FAVEIRA,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",26,0,0,ausência em 100 mL,0,07/01/2019,07/01/2019,0,
N?  2164117-A/2164117/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",26,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0,
N?  2150680-A/2150680/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",27,0,0,ausência em 100 mL,0,09/01/2019,09/01/2019,0,
N?  2162054-A/2162054/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47303,R. ONZE DE AGOSTO vs R. PROFESSORA LUISA RAMOS,UNBSI - FAVEIRA,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",27,0,0,ausência em 100 mL,0,06/02/2019,06/02/2019,0,
N?  2164652-A/2164652/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",27,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0,
N?  2151209-A/2151209/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47303,R. ONZE DE AGOSTO vs R. PROFESSORA LUISA RAMOS,UNBSI - FAVEIRA,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",27,0,0,ausência em 100 mL,0,07/01/2019,07/01/2019,0,
N?  2164653-A/2164653/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",28,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0,
N?  2150683-A/2150683/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",28,0,0,ausência em 100 mL,0,09/01/2019,09/01/2019,0,
N?  2151210-A/2151210/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47306,R. JOAQUIM LINO DE MEDEIROS vs R. JOSÉ BARBOSA,UNBSI - FAVEIRA,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",28,0,0,ausência em 100 mL,0,09/01/2019,09/01/2019,0,
N?  2162055-A/2162055/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47296,R. ONZE DE AGOSTO,UNBSI - FAVEIRA,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",28,0,0,ausência em 100 mL,0,11/02/2019,11/02/2019,0,
N?  2164654-A/2164654/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",29,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0,
N?  2150685-A/2150685/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",29,0,0,ausência em 100 mL,0,14/01/2019,14/01/2019,0,
N?  2151212-A/2151212/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,46724,RUA  JOSE BARBOSA vs AV. JOAQUIM SOUSA LIMA,UNBSI - FAVEIRA,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",29,0,0,ausência em 100 mL,0,14/01/2019,14/01/2019,0,
N?  2163602-A/2163602/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47310,R. LUIZ LINO,UNBSI - FAVEIRA,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",29,0,0,ausência em 100 mL,0,13/02/2019,13/02/2019,0,
N?  2150692-A/2150692/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",30,0,0,ausência em 100 mL,0,14/01/2019,14/01/2019,0,
N?  2164655-A/2164655/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",30,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0,
N?  2163681-A/2163681/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47308,"R. SDO, 10  vs  AV. JOAQUIM SOUSA LIMA",UNBSI - FAVEIRA,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",30,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0,
N?  2152355-A/2152355/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47301,"AV. JOAQUIM SOUSA LIMA vs R. SDO, 02",UNBSI - FAVEIRA,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",30,0,0,ausência em 100 mL,0,16/01/2019,16/01/2019,0,
N?  2152939-A/2152939/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA PT 07,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",31,0,0,ausência em 100 mL,0,16/01/2019,16/01/2019,0,
N?  2164341-A/2164341/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47338,AV. JOAQUIM SOUSA LIMA vs R. CASSIMIRO DE ABREU,UNBSI - FAVEIRA,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",31,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0,
N?  2152356-A/2152356/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47339,R. JOAQUIM SOUSA LIMA vs R. PADRE VIEIRA,UNBSI - FAVEIRA,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",31,0,0,ausência em 100 mL,0,21/01/2019,21/01/2019,0,
N?  2165445-A/2165445/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",31,0,0,ausência em 100 mL,0,27/02/2019,27/02/2019,0,
N?  2164956-A/2164956/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47336,R. LUIZ LINO DE MEDEIROS vs R. MESSIAS CLIMACO,UNBSI - FAVEIRA,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",32,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0,
N?  2152935-A/2152935/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,"Rua Gonçalo Feliciano
Reservatório Croatá",UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",32,0,0,ausência em 100 mL,0,16/01/2019,16/01/2019,0,
N?  2165448-A/2165448/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",32,0,0,ausência em 100 mL,0,27/02/2019,27/02/2019,0,
N?  2152686-A/2152686/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,46703,RUA MESSIAS CLIMACO DE MEDEIRO,UNBSI - FAVEIRA,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",32,0,0,ausência em 100 mL,0,23/01/2019,23/01/2019,0,
N?  2155137-A/2155137/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47327,AV. JOAQUIM SOUSA LIMA,UNBSI - FAVEIRA,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",33,0,0,ausência em 100 mL,0,28/01/2019,28/01/2019,0,
N?  2164957-A/2164957/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,46724,RUA  JOSE BARBOSA vs AV. JOAQUIM SOUSA LIMA,UNBSI - FAVEIRA,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",33,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0,
N?  2152941-A/2152941/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",33,0,0,ausência em 100 mL,0,21/01/2019,21/01/2019,0,
N?  2164070-A/2164070/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço Tubular,FAVEIRA,47977,Reservatório Faveira,UNBSI - FAVEIRA,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",33,0,0,ausência em 100 mL,0,04/02/2019,04/02/2019,0,
N?  2155138-A/2155138/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47312,R. JOÃO DO NASCIMENTO vs R. ONZE DE AGOSTO,UNBSI - FAVEIRA,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",34,0,0,ausência em 100 mL,0,30/01/2019,30/01/2019,0,
N?  2164073-A/2164073/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço Tubular,FAVEIRA,47977,Reservatório Faveira,UNBSI - FAVEIRA,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",34,0,0,ausência em 100 mL,0,06/02/2019,06/02/2019,0,
N?  2164960-A/2164960/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poço Tubular,FAVEIRA,47318,Av. Joaquim Sousa Lima,UNBSI - FAVEIRA,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",34,0,0,ausência em 100 mL,0,27/02/2019,27/02/2019,0,
N?  2161965-A/2161965/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Jaburu, Poço",GUARACIABA DO NORTE,49182,"R. PREFEITO MENTON SILVANO, nº 370",UNBSI - GUARACIABA DO NORTE,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",35,0,0,ausência em 100 mL,0,04/02/2019,04/02/2019,0,
N?  2164075-A/2164075/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço Tubular,FAVEIRA,47977,Reservatório Faveira,UNBSI - FAVEIRA,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",35,0,0,ausência em 100 mL,0,11/02/2019,11/02/2019,0,
N?  2150923-A/2150923/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Jaburu, Poço",GUARACIABA DO NORTE,49216,R. MON. FURTADO,364,UNBSI - GUARACIABA DO NORTE,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",35,0,0,ausência em 100 mL,0,03/01/2019,03/01/2019,0
N?  2152943-A/2152943/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",35,0,0,ausência em 100 mL,0,23/01/2019,23/01/2019,0,
N?  2164079-A/2164079/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço Tubular,FAVEIRA,47977,Reservatório Faveira,UNBSI - FAVEIRA,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",36,0,0,ausência em 100 mL,0,13/02/2019,13/02/2019,0,
N?  2161966-A/2161966/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Jaburu, Poço",GUARACIABA DO NORTE,49164,"R. VEREADOR RAIMUNDO MARQUES, nº 252",UNBSI - GUARACIABA DO NORTE,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",36,0,0,ausência em 100 mL,0,04/02/2019,04/02/2019,0,
N?  2150933-A/2150933/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Jaburu, Poço",GUARACIABA DO NORTE,49207,"R. MARIA ASSUNÇÃO, nº 163",UNBSI - GUARACIABA DO NORTE,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",36,0,0,ausência em 100 mL,0,03/01/2019,03/01/2019,0,
N?  2150935-A/2150935/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Jaburu, Poço",GUARACIABA DO NORTE,65943,"E T LIMOEIRO DOS POMPEUS, Nº 5100",UNBSI - GUARACIABA DO NORTE,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",37,0,0,ausência em 100 mL,0,07/01/2019,07/01/2019,0,
N?  2155905-A/2155905/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA PT 07,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",37,0,0,ausência em 100 mL,0,28/01/2019,28/01/2019,0,
N?  2164080-A/2164080/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço Tubular,FAVEIRA,47977,Reservatório Faveira,UNBSI - FAVEIRA,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",37,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0,
N?  2161967-A/2161967/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Jaburu, Poço",GUARACIABA DO NORTE,49190,"R. VEREADOR ANTÔNIO MATOS, (FNS 25)",UNBSI - GUARACIABA DO NORTE,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",37,0,0,ausência em 100 mL,0,04/02/2019,04/02/2019,0,
N?  2150937-A/2150937/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Jaburu, Poço",GUARACIABA DO NORTE,49197,"R.  AMORIM ZINET, nº 410",UNBSI - GUARACIABA DO NORTE,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",38,0,0,ausência em 100 mL,0,07/01/2019,07/01/2019,0,
N?  2162003-A/2162003/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Jaburu, Poço",GUARACIABA DO NORTE,49205,"R. CORONEL JOSÉ MARINHO, nº 264",UNBSI - GUARACIABA DO NORTE,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",38,0,0,ausência em 100 mL,0,06/02/2019,06/02/2019,0,
N?  2164656-A/2164656/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço Tubular,FAVEIRA,47977,Reservatório Faveira,UNBSI - FAVEIRA,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",38,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0,
